gameTime,playerId,teamId,act,goalDiff,manPower,period,xCoord,yCoord,H/A
0,526,21,faceoff,0,0,1,-0.190071,2.76471,H
0,827,25,faceoff,0,0,1,-0.190071,2.76471,A
1.6,8378,21,lpr,0,0,1,-6.72831,37.9706,H
2.1333333333333333,8378,21,carry,0,0,1,-0.190071,38.9765,H
2.2,8378,21,dumpin,0,0,1,4.3364,39.4794,H
2.2,209,25,dumpinagainst,0,0,1,42.5599,30.4265,A
7.166666666666667,526,21,lpr,0,0,1,94.3629,-24.3941,H
7.166666666666667,526,21,pass,0,0,1,95.3687,-23.3882,H
7.266666666666667,827,25,block,0,0,1,96.3746,-16.3471,A
8.8,533,21,reception,0,0,1,97.8835,-7.29412,H
8.833333333333334,533,21,pass,0,0,1,98.3864,-5.78529,H
9.2,827,25,block,0,0,1,86.3158,-17.3529,A
9.833333333333334,526,21,reception,0,0,1,67.204,-28.4176,H
9.9,526,21,pass,0,0,1,66.1982,-27.4118,H
10.666666666666666,544,21,reception,0,0,1,80.2805,-32.4412,H
10.766666666666667,544,21,pass,0,0,1,79.7776,-32.9441,H
11.8,536,21,reception,0,0,1,29.9864,-28.9206,H
11.833333333333334,536,21,shot,0,0,1,29.9864,-28.9206,H
15.133333333333333,615,25,lpr,0,0,1,94.3629,4.27353,A
15.2,615,25,pass,0,0,1,94.3629,5.78235,A
16.933333333333334,664,25,reception,0,0,1,86.3158,36.4618,A
17.066666666666666,664,25,pass,0,0,1,84.304,35.4559,A
17.833333333333332,827,25,reception,0,0,1,72.2335,36.4618,A
20.4,827,25,carry,0,0,1,25.4599,28.9176,A
21.3,827,25,dumpin,0,0,1,5.84522,16.3441,A
22.233333333333334,209,25,lpr,0,0,1,-19.3018,-3.27059,A
22.366666666666667,209,25,pass,0,0,1,-19.8048,-0.755882,A
22.533333333333335,536,21,controlledentryagainst,0,0,1,-34.893,-13.8324,H
22.966666666666665,209,25,reception,0,0,1,-35.396,-1.25882,A
23,209,25,pass1timer,0,0,1,-35.396,-1.76176,A
23.033333333333335,8378,21,block,0,0,1,-46.9636,0.752941,H
23.033333333333335,209,25,pass,0,0,1,-35.396,-1.76176,A
24.1,347,25,reception,0,0,1,-61.5489,25.9,A
24.166666666666668,347,25,shot,0,0,1,-61.046,22.8824,A
24.166666666666668,347,25,shot1timer,0,0,1,-61.046,22.8824,A
24.233333333333334,8378,21,block,0,0,1,-71.6077,17.35,H
26.466666666666665,544,21,lpr,0,0,1,-90.7195,14.8353,H
26.466666666666665,544,21,pass,0,0,1,-92.2283,13.8294,H
26.633333333333333,827,25,block,0,0,1,-92.7312,8.29706,A
27.633333333333333,536,21,reception,0,0,1,-90.7195,-7.29412,H
28.833333333333332,536,21,pass,0,0,1,-91.2224,-26.9088,H
29.466666666666665,533,21,reception,0,0,1,-52.496,-33.95,H
30.8,533,21,pass,0,0,1,-41.9342,-36.4647,H
34,544,21,lpr,0,0,1,12.8864,37.9706,H
34.13333333333333,544,21,dumpin,0,0,1,14.3952,39.4794,H
34.233333333333334,673,25,dumpinagainst,0,0,1,34.5129,23.8882,A
38,4901,25,lpr,0,0,1,59.157,-39.4824,A
38.1,4901,25,pass,0,0,1,63.1805,-36.9676,A
39.3,209,25,reception,0,0,1,98.8893,4.77647,A
41.266666666666666,209,25,puckprotection,0,0,1,94.8658,5.78235,A
41.36666666666667,1089,21,check,0,0,1,97.3805,7.29118,H
41.9,2486,25,lpr,0,0,1,78.7717,18.8588,A
44.06666666666667,2486,25,pass,0,0,1,43.0629,39.9824,A
44.8,652,25,reception,0,0,1,13.3893,36.4618,A
45.46666666666667,652,25,carry,0,0,1,-0.693016,38.9765,A
46.43333333333333,652,25,carry,0,0,1,-25.8401,39.9824,A
46.5,545,21,controlledentryagainst,0,0,1,-36.9048,19.3618,H
48,652,25,puckprotection,0,0,1,-66.5783,34.45,A
49.53333333333333,545,21,check,0,0,1,-94.743,19.8647,H
49.53333333333333,652,25,puckprotection,0,0,1,-94.743,19.8647,A
50.53333333333333,4901,25,lpr,0,0,1,-97.7607,19.8647,A
51.5,4901,25,pass,0,0,1,-95.7489,24.8941,A
54.333333333333336,1204,25,lpr,0,0,1,-32.8812,-27.9147,A
54.4,1204,25,shot,0,0,1,-33.3842,-24.8971,A
57.2,4901,25,lpr,0,0,1,-75.6312,40.4853,A
57.5,4901,25,pass,0,0,1,-71.6077,39.9824,A
57.8,457,21,block,0,0,1,-61.046,38.4735,H
59,4901,25,lpr,0,0,1,-62.0518,39.9824,A
59.1,457,21,lpr,0,0,1,-60.0401,39.9824,H
59.7,457,21,pass,0,0,1,-57.0224,35.9588,H
62.4,457,21,lpr,0,0,1,-26.343,33.4441,H
62.56666666666667,457,21,carry,0,0,1,-25.3371,34.9529,H
62.8,457,21,puckprotection,0,0,1,-18.7989,39.4794,H
63.6,457,21,pass,0,0,1,-14.2724,39.4794,H
64.03333333333333,529,21,reception,0,0,1,-12.2607,21.3735,H
64.86666666666666,529,21,carry,0,0,1,-0.190071,14.8353,H
66.03333333333333,1089,21,offside,0,0,1,28.9805,16.3441,H
67.3,1744,21,faceoff,0,0,1,19.4246,23.3853,H
67.3,2800,25,faceoff,0,0,1,19.4246,23.3853,A
67.33333333333333,1744,21,lpr,0,0,1,19.9276,22.3794,H
67.36666666666666,1744,21,pass,0,0,1,19.4246,22.8824,H
68.53333333333333,538,21,reception,0,0,1,8.35992,29.9235,H
69.7,538,21,dumpin,0,0,1,9.36581,36.9647,H
69.93333333333334,729,25,dumpinagainst,0,0,1,43.5658,32.4382,A
73.03333333333333,1204,25,lpr,0,0,1,57.1452,-40.9912,A
74.06666666666666,1204,25,dumpout,0,0,1,70.2217,-39.9853,A
76.43333333333334,1759,21,lpr,0,0,1,-6.22536,-38.4765,H
78.1,786,25,check,0,0,1,-21.3136,-25.4,A
78.1,1759,21,puckprotection,0,0,1,-16.7871,-24.8971,H
78.7,786,25,lpr,0,0,1,-27.8518,-12.8265,A
78.73333333333333,786,25,pass,0,0,1,-27.8518,-12.8265,A
78.73333333333333,786,25,assist,0,0,1,-27.8518,-12.8265,A
79.2,2800,25,reception,0,0,1,-30.3665,-6.28823,A
80.33333333333333,2800,25,shot,0,0,1,-55.0107,4.27353,A
80.56666666666666,2800,25,goal,0,0,1,-55.0107,4.27353,A
81.23333333333333,2800,25,faceoff,1,0,1,-0.190071,3.26765,A
81.23333333333333,573,21,faceoff,-1,0,1,-0.190071,3.26765,H
86.06666666666666,2097,25,lpr,1,0,1,82.7952,-35.9618,A
86.1,2097,25,pass,1,0,1,83.2982,-35.9618,A
87.63333333333334,1759,21,lpr,-1,0,1,29.4835,-25.9029,H
87.86666666666667,1759,21,shot,-1,0,1,29.4835,-25.4,H
88.6,727,25,block,1,0,1,67.707,-4.77941,A
91.03333333333333,355,25,lpr,1,0,1,58.654,-37.9735,A
91.43333333333334,355,25,pass,1,0,1,59.157,-39.9853,A
93,2800,25,reception,1,0,1,21.9393,-31.4353,A
93.06666666666666,2800,25,pass,1,0,1,21.9393,-31.4353,A
93.76666666666667,786,25,reception,1,0,1,-2.20184,-34.4529,A
93.8,786,25,dumpin,1,0,1,-2.20184,-32.4412,A
93.8,1759,21,dumpinagainst,-1,0,1,-10.2489,-36.4647,H
96.9,540,21,lpr,-1,0,1,-93.7371,5.27941,H
96.93333333333334,540,21,pass,-1,0,1,-95.246,5.27941,H
98.4,538,21,reception,-1,0,1,-90.2165,16.8471,H
101.63333333333333,538,21,pass,-1,0,1,-56.5195,9.30294,H
102.46666666666667,573,21,reception,-1,0,1,-7.23125,-28.9206,H
103.83333333333334,573,21,dumpin,-1,0,1,-2.70478,-1.76176,H
103.9,727,25,dumpinagainst,1,0,1,35.5188,0.752941,A
107.73333333333333,2097,25,lpr,1,0,1,96.8776,9.30294,A
107.73333333333333,1744,21,lpr,-1,0,1,97.8835,10.3088,H
107.76666666666667,2097,25,pass,1,0,1,96.8776,9.30294,A
109.7,5806,25,reception,1,0,1,68.7129,40.9882,A
111.83333333333334,5806,25,pass,1,0,1,46.0805,38.9765,A
114.7,542,21,lpr,-1,0,1,-53.5018,26.4029,H
118.06666666666666,542,21,pass,-1,0,1,-96.7548,5.78235,H
119.73333333333333,545,21,reception,-1,0,1,-95.246,-18.8618,H
119.96666666666667,545,21,controlledbreakout,-1,0,1,-92.7312,-21.3765,H
120.83333333333334,545,21,pass,-1,0,1,-76.6371,-27.9147,H
121.53333333333333,573,21,reception,-1,0,1,-22.3195,-32.4412,H
122.9,573,21,carry,-1,0,1,0.312866,-37.4706,H
123.16666666666666,573,21,pass,-1,0,1,5.34228,-36.4647,H
123.46666666666667,232,21,reception,-1,0,1,13.8923,-17.3529,H
123.83333333333334,729,25,controlledentryagainst,1,0,1,31.9982,-15.3412,A
123.9,232,21,carry,-1,0,1,25.4599,-15.3412,H
124.73333333333333,232,21,puckprotection,-1,0,1,44.0688,-0.252941,H
127.13333333333333,729,25,lpr,1,0,1,83.8011,24.3912,A
127.16666666666666,729,25,pass,1,0,1,83.2982,26.4029,A
128.56666666666666,5806,25,reception,1,0,1,65.6952,31.9353,A
129.46666666666667,5806,25,pass,1,0,1,53.6246,28.4147,A
130,2085,25,reception,1,0,1,38.5364,30.9294,A
130.76666666666665,2085,25,carry,1,0,1,25.4599,33.9471,A
131.46666666666667,545,21,dumpinagainst,-1,0,1,-1.6989,31.9353,H
131.5,2085,25,dumpin,1,0,1,8.35992,34.45,A
134.06666666666666,526,21,faceoff,-1,0,1,68.7129,22.3794,H
134.06666666666666,2085,25,faceoff,1,0,1,68.7129,22.3794,A
134.23333333333332,526,21,lpr,-1,0,1,69.2158,23.3853,H
134.26666666666665,526,21,pass,-1,0,1,70.2217,23.3853,H
135.2,8378,21,reception,-1,0,1,36.0217,39.4794,H
136.06666666666666,8378,21,pass,-1,0,1,37.5305,39.4794,H
136.73333333333332,533,21,reception,-1,0,1,63.1805,37.4676,H
137.93333333333334,533,21,shot,-1,0,1,56.6423,36.9647,H
138.2,729,25,block,1,0,1,56.1393,31.4324,A
139.7,536,21,lpr,-1,0,1,85.3099,-10.8147,H
143.73333333333332,827,25,faceoff,1,0,1,68.7129,22.3794,A
143.73333333333332,526,21,faceoff,-1,0,1,68.7129,22.3794,H
146.03333333333333,209,25,lpr,1,0,1,93.8599,21.8765,A
146.06666666666666,209,25,pass,1,0,1,92.3511,23.8882,A
148.46666666666664,536,21,lpr,-1,0,1,14.8982,-25.9029,H
148.46666666666664,347,25,lpr,1,0,1,13.3893,-25.4,A
148.5,536,21,dumpin,-1,0,1,14.8982,-25.4,H
149.9333333333333,526,21,faceoff,-1,0,1,20.9335,-21.3765,H
149.9333333333333,827,25,faceoff,1,0,1,20.9335,-21.3765,A
153.59999999999997,8378,21,lpr,-1,0,1,-64.5665,11.8176,H
156.56666666666663,8378,21,carry,-1,0,1,-24.8342,38.4735,H
156.6333333333333,8378,21,pass,-1,0,1,-22.3195,38.4735,H
157.26666666666665,827,25,block,1,0,1,4.83934,28.9176,A
158.29999999999998,544,21,lpr,-1,0,1,21.4364,0.752941,H
158.46666666666664,544,21,pass,-1,0,1,21.9393,1.25588,H
158.86666666666665,827,25,block,1,0,1,27.4717,7.79412,A
159.26666666666665,827,25,lpr,1,0,1,35.0158,10.8118,A
159.6333333333333,827,25,pass,1,0,1,39.0393,10.8118,A
160.09999999999997,209,25,reception,1,0,1,64.1864,11.3147,A
161.59999999999997,209,25,pass,1,0,1,53.1217,31.9353,A
162.59999999999997,664,25,reception,1,0,1,-18.296,36.9647,A
162.6333333333333,664,25,dumpin,1,0,1,-19.3018,36.9647,A
164.29999999999998,526,21,lpr,-1,0,1,-18.296,38.4735,H
164.89999999999998,526,21,pass,-1,0,1,-18.7989,38.4735,H
166.6333333333333,664,25,block,1,0,1,6.34816,35.9588,A
170.16666666666663,544,21,lpr,-1,0,1,12.8864,37.4676,H
170.23333333333332,827,25,lpr,1,0,1,6.34816,34.9529,A
172.33333333333331,673,25,controlledentryagainst,1,0,1,38.0335,12.3206,A
172.46666666666664,544,21,carry,-1,0,1,25.9629,14.8353,H
172.46666666666664,544,21,pass,-1,0,1,28.9805,15.8412,H
172.76666666666665,209,25,block,1,0,1,34.0099,18.3559,A
173.26666666666665,533,21,reception,-1,0,1,40.5482,28.9176,H
173.59999999999997,533,21,pass,-1,0,1,44.5717,29.4206,H
173.9333333333333,526,21,reception,-1,0,1,43.5658,38.4735,H
174.9333333333333,526,21,pass,-1,0,1,70.2217,34.45,H
175.7,615,25,block,1,0,1,80.7835,2.26176,A
177.86666666666665,347,25,lpr,1,0,1,68.7129,-36.4647,A
178.39999999999998,347,25,pass,1,0,1,62.6776,-37.9735,A
179.39999999999998,533,21,block,-1,0,1,45.0746,-31.4353,H
179.76666666666665,526,21,lpr,-1,0,1,43.5658,-27.9147,H
179.86666666666665,526,21,pass,-1,0,1,44.0688,-30.4294,H
182.29999999999998,526,21,reception,-1,0,1,93.357,-27.4118,H
182.36666666666665,526,21,pass,-1,0,1,94.8658,-26.9088,H
182.7333333333333,673,25,block,1,0,1,96.3746,-17.8559,A
182.96666666666664,544,21,reception,-1,0,1,97.8835,-3.77353,H
183.39999999999998,544,21,pass,-1,0,1,96.8776,1.25588,H
185.09999999999997,533,21,reception,-1,0,1,87.3217,-32.4412,H
186.06666666666663,347,25,check,1,0,1,83.2982,-35.4588,A
186.39999999999998,533,21,puckprotection,-1,0,1,83.8011,-34.9559,H
186.99999999999997,347,25,lpr,1,0,1,84.807,-37.4706,A
186.99999999999997,533,21,lpr,-1,0,1,84.304,-34.9559,H
187.09999999999997,347,25,pass,1,0,1,83.2982,-38.4765,A
188.66666666666663,526,21,block,-1,0,1,69.7188,-39.4824,H
188.7,526,21,lpr,-1,0,1,69.2158,-38.9794,H
188.79999999999998,526,21,pass,-1,0,1,66.7011,-38.4765,H
189.46666666666664,536,21,reception,-1,0,1,29.4835,-31.9382,H
190.33333333333331,536,21,pass,-1,0,1,28.4776,-22.8853,H
191.09999999999997,8378,21,reception,-1,0,1,29.4835,31.9353,H
192.0333333333333,8378,21,pass,-1,0,1,41.554,38.4735,H
192.49999999999997,533,21,reception,-1,0,1,73.2393,13.8294,H
192.5333333333333,533,21,shot,-1,0,1,74.2452,13.8294,H
192.99999999999997,347,25,block,1,0,1,81.7893,4.77647,A
193.33333333333331,347,25,lpr,1,0,1,71.7305,11.3147,A
194.46666666666664,347,25,puckprotection,1,0,1,66.7011,5.78235,A
196.09999999999997,347,25,pass,1,0,1,43.0629,-15.3412,A
196.89999999999998,827,25,reception,1,0,1,20.4305,-3.77353,A
198.09999999999997,827,25,carry,1,0,1,-0.190071,-6.28823,A
198.16666666666663,827,25,dumpin,1,0,1,-3.71066,-8.3,A
198.16666666666663,536,21,dumpinagainst,-1,0,1,-12.7636,-11.3176,H
202.63333333333333,8378,21,lpr,-1,0,1,-97.2577,-21.3765,H
203.46666666666664,8378,21,controlledbreakout,-1,0,1,-94.743,6.78823,H
205.86666666666665,8378,21,pass,-1,0,1,-56.0165,30.9294,H
206.46666666666664,536,21,reception,-1,0,1,-51.4901,-9.30588,H
207.86666666666665,536,21,carry,-1,0,1,-24.3313,-12.8265,H
208.63333333333333,536,21,pass,-1,0,1,-15.2783,-19.8676,H
208.99999999999997,1089,21,reception,-1,0,1,20.4305,-34.9559,H
209.0333333333333,1089,21,dumpin,-1,0,1,21.4364,-34.4529,H
209.13333333333333,1204,25,dumpinagainst,1,0,1,39.0393,-19.8676,A
211.66666666666663,615,25,lpr,1,0,1,96.3746,-0.252941,A
212.09999999999997,615,25,pass,1,0,1,95.8717,3.77059,A
212.66666666666663,729,25,reception,1,0,1,93.8599,18.8588,A
213.29999999999998,729,25,pass,1,0,1,94.3629,17.35,A
215.4333333333333,542,21,block,-1,0,1,52.6187,-35.9618,H
215.46666666666664,542,21,lpr,-1,0,1,52.6187,-34.9559,H
215.46666666666664,542,21,pass,-1,0,1,52.1158,-34.9559,H
215.66666666666663,652,25,block,1,0,1,46.5835,-33.95,A
215.99999999999997,529,21,reception,-1,0,1,61.6717,-27.4118,H
218.33333333333331,529,21,shot,-1,0,1,32.5011,-17.3529,H
218.5333333333333,2486,25,block,1,0,1,35.0158,-12.3235,A
219.29999999999995,2486,25,lpr,1,0,1,31.4952,-1.76176,A
219.33333333333331,2486,25,dumpout,1,0,1,29.4835,-0.252941,A
221.7,545,21,lpr,-1,0,1,-13.7695,-3.77353,H
223.39999999999998,545,21,pass,-1,0,1,-32.8812,30.9294,H
224.33333333333331,457,21,reception,-1,0,1,10.3717,33.4441,H
224.83333333333331,457,21,pass,-1,0,1,10.3717,32.4382,H
226.09999999999997,1204,25,lpr,1,0,1,42.5599,1.25588,A
227.7333333333333,1204,25,pass,1,0,1,41.554,-20.3706,A
228.5333333333333,2486,25,reception,1,0,1,-23.8283,-21.3765,A
228.66666666666663,2486,25,carry,1,0,1,-25.8401,-24.3941,A
228.76666666666665,545,21,controlledentryagainst,-1,0,1,-35.396,-12.3235,H
229.39999999999998,529,21,check,-1,0,1,-32.8812,-26.4059,H
229.4333333333333,2486,25,puckprotection,1,0,1,-32.8812,-24.8971,A
231.66666666666663,540,21,lpr,-1,0,1,-78.146,5.27941,H
231.7333333333333,540,21,pass,-1,0,1,-80.1577,6.28529,H
232.33333333333331,542,21,reception,-1,0,1,-79.1518,16.8471,H
233.7,542,21,pass,-1,0,1,-92.7312,-2.76765,H
238.7333333333333,1204,25,lpr,1,0,1,72.2335,-36.4647,A
250.29999999999995,1204,25,pass,1,0,1,96.3746,4.27353,A
251.09999999999997,729,25,reception,1,0,1,83.8011,-35.4588,A
252.13333333333333,729,25,pass,1,0,1,69.2158,-35.9618,A
253.06666666666666,786,25,reception,1,0,1,2.82758,-38.9794,A
253.09999999999997,786,25,pass,1,0,1,4.3364,-40.9912,A
253.36666666666665,1753,21,lpr,-1,0,1,-7.23125,-40.4882,H
256.3333333333333,1753,21,pass,-1,0,1,-44.4489,25.3971,H
257.16666666666663,1759,21,reception,-1,0,1,-35.396,-21.8794,H
257.9333333333333,1759,21,carry,-1,0,1,-24.8342,-23.8912,H
258.8666666666667,1759,21,pass,-1,0,1,-8.74007,-17.3529,H
259.5,1761,21,reception,-1,0,1,19.9276,-39.4824,H
259.9,1761,21,carry,-1,0,1,25.9629,-37.4706,H
259.9,2097,25,controlledentryagainst,1,0,1,36.0217,-21.3765,A
260.66666666666663,1761,21,pass,-1,0,1,37.5305,-38.9794,H
263.5,727,25,block,1,0,1,98.8893,-17.3529,A
263.5333333333333,727,25,lpr,1,0,1,98.3864,-17.3529,A
263.8666666666667,727,25,pass,1,0,1,96.8776,-17.8559,A
264.2,2097,25,reception,1,0,1,93.8599,-29.4235,A
264.9,2097,25,pass,1,0,1,91.3452,-32.4412,A
265.2,2800,25,reception,1,0,1,82.7952,-15.8441,A
266.1333333333333,2800,25,pass,1,0,1,81.2864,-20.8735,A
266.9,1753,21,faceoff,-1,0,1,69.7188,-21.8794,H
266.9,827,25,faceoff,1,0,1,69.7188,-21.8794,A
267.7,1759,21,lpr,-1,0,1,33.004,-29.9265,H
268.66666666666663,1759,21,shot,-1,0,1,34.5129,-15.3412,H
268.8666666666666,2800,25,block,1,0,1,41.0511,-14.3353,A
270.79999999999995,727,25,lpr,1,0,1,95.3687,-7.79706,A
271.56666666666666,727,25,puckprotection,1,0,1,97.3805,8.29706,A
272.43333333333334,727,25,pass,1,0,1,96.3746,15.8412,A
273.3666666666666,355,25,reception,1,0,1,71.7305,40.4853,A
273.76666666666665,355,25,pass,1,0,1,74.2452,40.4853,A
274.16666666666663,1761,21,block,-1,0,1,75.754,31.9353,H
274.96666666666664,827,25,lpr,1,0,1,61.1687,31.4324,A
279.0333333333333,1759,21,lpr,-1,0,1,-35.8989,14.3324,H
283.93333333333334,1759,21,controlledbreakout,-1,0,1,-92.7312,-6.79118,H
287.3666666666666,1759,21,pass,-1,0,1,-39.4195,-11.3176,H
287.8666666666666,1761,21,reception,-1,0,1,2.82758,-37.4706,H
287.9,1761,21,dumpin,-1,0,1,2.82758,-37.4706,H
